"GEOID","tract","county","state","variable","indicator","value"
"13147960300","Census Tract 9603","Hart County","Georgia","B02001_001","estimate",3404
"13147960300","Census Tract 9603","Hart County","Georgia","B02001_003","estimate",708
"13147960400","Census Tract 9604","Hart County","Georgia","B02001_001","estimate",5117
"13147960400","Census Tract 9604","Hart County","Georgia","B02001_003","estimate",1106
"13147960500","Census Tract 9605","Hart County","Georgia","B02001_001","estimate",7945
"13147960500","Census Tract 9605","Hart County","Georgia","B02001_003","estimate",2573
"13149970100","Census Tract 9701","Heard County","Georgia","B02001_001","estimate",4279
"13149970100","Census Tract 9701","Heard County","Georgia","B02001_003","estimate",599
"13149970200","Census Tract 9702","Heard County","Georgia","B02001_001","estimate",4237
"13149970200","Census Tract 9702","Heard County","Georgia","B02001_003","estimate",190
"13149970300","Census Tract 9703","Heard County","Georgia","B02001_001","estimate",3055
"13149970300","Census Tract 9703","Heard County","Georgia","B02001_003","estimate",426
"13151070104","Census Tract 701.04","Henry County","Georgia","B02001_001","estimate",12540
"13151070104","Census Tract 701.04","Henry County","Georgia","B02001_003","estimate",6747
"13151070106","Census Tract 701.06","Henry County","Georgia","B02001_001","estimate",6562
"13151070106","Census Tract 701.06","Henry County","Georgia","B02001_003","estimate",2603
"13151070107","Census Tract 701.07","Henry County","Georgia","B02001_001","estimate",7198
"13151070107","Census Tract 701.07","Henry County","Georgia","B02001_003","estimate",4929
"13151070108","Census Tract 701.08","Henry County","Georgia","B02001_001","estimate",4984
"13151070108","Census Tract 701.08","Henry County","Georgia","B02001_003","estimate",3707
"13151070109","Census Tract 701.09","Henry County","Georgia","B02001_001","estimate",3522
"13151070109","Census Tract 701.09","Henry County","Georgia","B02001_003","estimate",1669
"13151070110","Census Tract 701.10","Henry County","Georgia","B02001_001","estimate",7805
"13151070110","Census Tract 701.10","Henry County","Georgia","B02001_003","estimate",3171
"13151070111","Census Tract 701.11","Henry County","Georgia","B02001_001","estimate",9447
"13151070111","Census Tract 701.11","Henry County","Georgia","B02001_003","estimate",5754
"13151070113","Census Tract 701.13","Henry County","Georgia","B02001_001","estimate",3967
"13151070113","Census Tract 701.13","Henry County","Georgia","B02001_003","estimate",972
"13151070114","Census Tract 701.14","Henry County","Georgia","B02001_001","estimate",5717
"13151070114","Census Tract 701.14","Henry County","Georgia","B02001_003","estimate",3761
"13151070202","Census Tract 702.02","Henry County","Georgia","B02001_001","estimate",11264
"13151070202","Census Tract 702.02","Henry County","Georgia","B02001_003","estimate",1941
"13151070203","Census Tract 702.03","Henry County","Georgia","B02001_001","estimate",14969
"13151070203","Census Tract 702.03","Henry County","Georgia","B02001_003","estimate",3051
"13151070204","Census Tract 702.04","Henry County","Georgia","B02001_001","estimate",4720
"13151070204","Census Tract 702.04","Henry County","Georgia","B02001_003","estimate",1381
"13151070205","Census Tract 702.05","Henry County","Georgia","B02001_001","estimate",10596
"13151070205","Census Tract 702.05","Henry County","Georgia","B02001_003","estimate",3279
"13151070304","Census Tract 703.04","Henry County","Georgia","B02001_001","estimate",11658
"13151070304","Census Tract 703.04","Henry County","Georgia","B02001_003","estimate",7144
"13151070305","Census Tract 703.05","Henry County","Georgia","B02001_001","estimate",8936
"13151070305","Census Tract 703.05","Henry County","Georgia","B02001_003","estimate",3497
"13151070306","Census Tract 703.06","Henry County","Georgia","B02001_001","estimate",9849
"13151070306","Census Tract 703.06","Henry County","Georgia","B02001_003","estimate",4660
"13151070307","Census Tract 703.07","Henry County","Georgia","B02001_001","estimate",4203
"13151070307","Census Tract 703.07","Henry County","Georgia","B02001_003","estimate",1636
"13151070309","Census Tract 703.09","Henry County","Georgia","B02001_001","estimate",7471
"13151070309","Census Tract 703.09","Henry County","Georgia","B02001_003","estimate",3444
"13151070310","Census Tract 703.10","Henry County","Georgia","B02001_001","estimate",4354
"13151070310","Census Tract 703.10","Henry County","Georgia","B02001_003","estimate",1056
"13151070311","Census Tract 703.11","Henry County","Georgia","B02001_001","estimate",11676
"13151070311","Census Tract 703.11","Henry County","Georgia","B02001_003","estimate",8041
"13151070402","Census Tract 704.02","Henry County","Georgia","B02001_001","estimate",12289
"13151070402","Census Tract 704.02","Henry County","Georgia","B02001_003","estimate",1530
"13151070403","Census Tract 704.03","Henry County","Georgia","B02001_001","estimate",10299
"13151070403","Census Tract 704.03","Henry County","Georgia","B02001_003","estimate",2162
"13151070404","Census Tract 704.04","Henry County","Georgia","B02001_001","estimate",7869
"13151070404","Census Tract 704.04","Henry County","Georgia","B02001_003","estimate",2468
"13151070501","Census Tract 705.01","Henry County","Georgia","B02001_001","estimate",7623
"13151070501","Census Tract 705.01","Henry County","Georgia","B02001_003","estimate",3172
"13151070502","Census Tract 705.02","Henry County","Georgia","B02001_001","estimate",14653
"13151070502","Census Tract 705.02","Henry County","Georgia","B02001_003","estimate",4432
"13153020105","Census Tract 201.05","Houston County","Georgia","B02001_001","estimate",6847
"13153020105","Census Tract 201.05","Houston County","Georgia","B02001_003","estimate",2152
"13153020106","Census Tract 201.06","Houston County","Georgia","B02001_001","estimate",2917
"13153020106","Census Tract 201.06","Houston County","Georgia","B02001_003","estimate",680
"13153020108","Census Tract 201.08","Houston County","Georgia","B02001_001","estimate",5936
"13153020108","Census Tract 201.08","Houston County","Georgia","B02001_003","estimate",1225
"13153020109","Census Tract 201.09","Houston County","Georgia","B02001_001","estimate",9299
"13153020109","Census Tract 201.09","Houston County","Georgia","B02001_003","estimate",3193
"13153020200","Census Tract 202","Houston County","Georgia","B02001_001","estimate",5464
"13153020200","Census Tract 202","Houston County","Georgia","B02001_003","estimate",1918
"13153020300","Census Tract 203","Houston County","Georgia","B02001_001","estimate",6517
"13153020300","Census Tract 203","Houston County","Georgia","B02001_003","estimate",4541
"13153020400","Census Tract 204","Houston County","Georgia","B02001_001","estimate",2811
"13153020400","Census Tract 204","Houston County","Georgia","B02001_003","estimate",1409
"13153020600","Census Tract 206","Houston County","Georgia","B02001_001","estimate",1341
"13153020600","Census Tract 206","Houston County","Georgia","B02001_003","estimate",224
"13153020700","Census Tract 207","Houston County","Georgia","B02001_001","estimate",3494
"13153020700","Census Tract 207","Houston County","Georgia","B02001_003","estimate",2223
"13153020800","Census Tract 208","Houston County","Georgia","B02001_001","estimate",2591
"13153020800","Census Tract 208","Houston County","Georgia","B02001_003","estimate",832
"13153020900","Census Tract 209","Houston County","Georgia","B02001_001","estimate",4264
"13153020900","Census Tract 209","Houston County","Georgia","B02001_003","estimate",1415
"13153021000","Census Tract 210","Houston County","Georgia","B02001_001","estimate",6364
"13153021000","Census Tract 210","Houston County","Georgia","B02001_003","estimate",1508
"13153021103","Census Tract 211.03","Houston County","Georgia","B02001_001","estimate",11571
"13153021103","Census Tract 211.03","Houston County","Georgia","B02001_003","estimate",2563
"13153021104","Census Tract 211.04","Houston County","Georgia","B02001_001","estimate",7892
"13153021104","Census Tract 211.04","Houston County","Georgia","B02001_003","estimate",2037
"13153021105","Census Tract 211.05","Houston County","Georgia","B02001_001","estimate",6643
"13153021105","Census Tract 211.05","Houston County","Georgia","B02001_003","estimate",2325
"13153021107","Census Tract 211.07","Houston County","Georgia","B02001_001","estimate",8503
"13153021107","Census Tract 211.07","Houston County","Georgia","B02001_003","estimate",2427
"13153021108","Census Tract 211.08","Houston County","Georgia","B02001_001","estimate",6578
"13153021108","Census Tract 211.08","Houston County","Georgia","B02001_003","estimate",1126
"13153021113","Census Tract 211.13","Houston County","Georgia","B02001_001","estimate",18098
"13153021113","Census Tract 211.13","Houston County","Georgia","B02001_003","estimate",3742
"13153021201","Census Tract 212.01","Houston County","Georgia","B02001_001","estimate",8568
"13153021201","Census Tract 212.01","Houston County","Georgia","B02001_003","estimate",1642
"13153021202","Census Tract 212.02","Houston County","Georgia","B02001_001","estimate",5996
"13153021202","Census Tract 212.02","Houston County","Georgia","B02001_003","estimate",1960
"13153021300","Census Tract 213","Houston County","Georgia","B02001_001","estimate",4493
"13153021300","Census Tract 213","Houston County","Georgia","B02001_003","estimate",2000
"13153021400","Census Tract 214","Houston County","Georgia","B02001_001","estimate",8747
"13153021400","Census Tract 214","Houston County","Georgia","B02001_003","estimate",2075
"13153021500","Census Tract 215","Houston County","Georgia","B02001_001","estimate",4203
"13153021500","Census Tract 215","Houston County","Georgia","B02001_003","estimate",857
"13155950100","Census Tract 9501","Irwin County","Georgia","B02001_001","estimate",2354
"13155950100","Census Tract 9501","Irwin County","Georgia","B02001_003","estimate",89
"13155950200","Census Tract 9502","Irwin County","Georgia","B02001_001","estimate",7011
"13155950200","Census Tract 9502","Irwin County","Georgia","B02001_003","estimate",2527
"13157010101","Census Tract 101.01","Jackson County","Georgia","B02001_001","estimate",5948
"13157010101","Census Tract 101.01","Jackson County","Georgia","B02001_003","estimate",166
"13157010102","Census Tract 101.02","Jackson County","Georgia","B02001_001","estimate",6848
"13157010102","Census Tract 101.02","Jackson County","Georgia","B02001_003","estimate",78
"13157010103","Census Tract 101.03","Jackson County","Georgia","B02001_001","estimate",5477
"13157010103","Census Tract 101.03","Jackson County","Georgia","B02001_003","estimate",252
"13157010200","Census Tract 102","Jackson County","Georgia","B02001_001","estimate",4884
"13157010200","Census Tract 102","Jackson County","Georgia","B02001_003","estimate",204
"13157010300","Census Tract 103","Jackson County","Georgia","B02001_001","estimate",4923
"13157010300","Census Tract 103","Jackson County","Georgia","B02001_003","estimate",919
"13157010400","Census Tract 104","Jackson County","Georgia","B02001_001","estimate",4896
"13157010400","Census Tract 104","Jackson County","Georgia","B02001_003","estimate",448
"13157010500","Census Tract 105","Jackson County","Georgia","B02001_001","estimate",5056
"13157010500","Census Tract 105","Jackson County","Georgia","B02001_003","estimate",191
"13157010600","Census Tract 106","Jackson County","Georgia","B02001_001","estimate",8510
"13157010600","Census Tract 106","Jackson County","Georgia","B02001_003","estimate",1000
"13157010701","Census Tract 107.01","Jackson County","Georgia","B02001_001","estimate",2283
"13157010701","Census Tract 107.01","Jackson County","Georgia","B02001_003","estimate",221
"13157010702","Census Tract 107.02","Jackson County","Georgia","B02001_001","estimate",10157
"13157010702","Census Tract 107.02","Jackson County","Georgia","B02001_003","estimate",796
"13157010703","Census Tract 107.03","Jackson County","Georgia","B02001_001","estimate",3149
"13157010703","Census Tract 107.03","Jackson County","Georgia","B02001_003","estimate",60
"13159010100","Census Tract 101","Jasper County","Georgia","B02001_001","estimate",2220
"13159010100","Census Tract 101","Jasper County","Georgia","B02001_003","estimate",391
"13159010200","Census Tract 102","Jasper County","Georgia","B02001_001","estimate",2719
"13159010200","Census Tract 102","Jasper County","Georgia","B02001_003","estimate",94
"13159010500","Census Tract 105","Jasper County","Georgia","B02001_001","estimate",8632
"13159010500","Census Tract 105","Jasper County","Georgia","B02001_003","estimate",2294
"13161960100","Census Tract 9601","Jeff Davis County","Georgia","B02001_001","estimate",7109
"13161960100","Census Tract 9601","Jeff Davis County","Georgia","B02001_003","estimate",363
"13161960200","Census Tract 9602","Jeff Davis County","Georgia","B02001_001","estimate",6183
"13161960200","Census Tract 9602","Jeff Davis County","Georgia","B02001_003","estimate",1851
"13161960300","Census Tract 9603","Jeff Davis County","Georgia","B02001_001","estimate",1661
"13161960300","Census Tract 9603","Jeff Davis County","Georgia","B02001_003","estimate",249
"13163960100","Census Tract 9601","Jefferson County","Georgia","B02001_001","estimate",4887
